,user,text,created_at,retweet_count,reply_count,like_count,quote_count
127,Guilherme santos,"@biodiversus @galodeluta @iFood @fabloisi A Uber é uma empresa bilionária que despejou trocentos bilhões de dólares para fazer dumping de mercado, nem se compara com aplicativos que as vezes parecem que o partido criou só para deslegitimar gente como o Galo!",2022-04-02 05:08:45+00:00,0,1,0,0
128,Um peixe chamado libertadores,"@iFood oi, pode responder?",2022-04-02 05:01:50+00:00,0,0,0,0
129,Abbie,RT @Bibis_Mouraa: Eu odeio essa bct desse iFood tnc viu,2022-04-02 05:01:50+00:00,1,0,0,0
130,r,adorei o ifood sugerindo substituir toddynho por skol beats acho que vou aderir https://t.co/xqA7G0vVYn,2022-04-02 05:00:27+00:00,0,0,3,0
131,Mt,estes manos do subway realmente poe um biscoito e uma coca lata junto com um sanduiche miseravel pra subi o preço do bagulho pra 40 e poucos reais no ifood,2022-04-02 05:00:14+00:00,0,1,1,0
132,🫰🏻🐻,"Não tem nada de 14 reais no ifood, pobre sofre 😪😪😪",2022-04-02 04:33:54+00:00,0,0,0,0
133,bibo ฅ(≚ㅅ≚),Alguém do @iFood pode me ajudar a cancelar um pedido que não será entregue?,2022-04-02 04:32:03+00:00,0,0,0,0
134,faz o (L)éo,RT @souzlin: Porra vem ifood dentro né,2022-04-02 04:30:53+00:00,1,0,0,0
135,ASHTRAY🖤,Será que o ifood entrega ele aq em casa?,2022-04-02 04:29:28+00:00,0,0,0,0
136,KatyNicoli,E sigo surtando! Soquei a parede! Tudo sobre controle! Ifood socorro cadê as coisas aberta em rio claro 🤣🤌,2022-04-02 04:29:03+00:00,0,0,0,0
137,Vinícius Coutinho,Terminando de comer as coisas que comprei no ifood quase de graça kkkkkkkkkk,2022-04-02 04:27:38+00:00,0,0,0,0
138,ᴊᴏɴᴀᴛʜᴀɴ,Porra vem ifood dentro né https://t.co/K9YUmdgtCY,2022-04-02 04:27:26+00:00,1,0,3,0
139,sheila da quebrada 🧜🏽‍♀️🧬,RT @PortalBrunna: Quando a Brunna ficou responsável por pedir comida e não parava de chegar ifood no quarto  https://t.co/060Ing2hjW,2022-04-02 04:26:23+00:00,9,0,0,0
140,juliane ❥,"queria muito algo doce, mas no ifood n tem nada😭",2022-04-02 04:24:35+00:00,0,0,0,0
141,Najla Alves,Procurei no Ifood algum lugar aberto p pedir sanduíche e n achei 🤡🤡🤡,2022-04-02 04:24:22+00:00,0,0,0,0
142,tokyo,"@filhadeAthen4 caraaaa, vê no ifood se “china da rocha” entrega, nmrl, melhor lugar",2022-04-02 04:23:55+00:00,0,1,0,0
143,Carol Carvalho,"Tentando mudar meus hábitos alimentares 
Mas estou aqui doida pra pedir um IFood 🤭😂",2022-04-02 04:23:13+00:00,0,0,0,0
144,Ls,@kxxtro Pede um ifood pra mim ai linda,2022-04-02 04:22:46+00:00,0,0,0,0
145,Biel 🇯🇲,Pedi um lanche pelo ifood maior medo de dormi 🤦🏻🤦🏻,2022-04-02 04:22:44+00:00,0,0,0,0
146,nika,"Meu deus, eu reclamando que o pedido do ifood não chega e me mandam mensagem dizendo que o motoboy tá alagado em Realengo. Que monstro eu sou?",2022-04-02 04:20:42+00:00,0,0,2,0
147,Carol Schneider 🔴⚫️🍺🤙🏽,@pereiratiago Quero ver se for o Andreas iFood. Vou continuar xingando kkkkkkk,2022-04-02 04:20:39+00:00,0,0,0,0
148,O Cara do Marketing,"@tilt_uol Errado, sendo assim o Estado também, pois não garantiu a segurança. Se roubarem a moto do motoboy o Ifood paga?",2022-04-02 04:17:48+00:00,0,0,0,0
149,filipe,"RT @rafaelbboa: 2 anos recebendo 30K em casa e pedindo Ifood.

Estão revoltados com o que? Ganho de peso?

Merecem uma canetada e rua, pra…",2022-04-02 04:17:45+00:00,126,0,0,0
150,Carlin 🐉,"Vem pra minha suíte ficar de grude
Joga na playlist ou na Rádio Mood Nossa afinidade espero que não mude Maconha e foda, depois pede um iFood. 🎶",2022-04-02 04:16:58+00:00,0,0,0,0
151,Victória✨,Fiz o pagamento via pix p ifood e tá dando que o pedido não foi realizado 😡,2022-04-02 04:16:20+00:00,0,0,0,0
152,paulo victo,"@alves_jr @iFood Exatamente isso que aconteceu, mas o meu pedido segue e o iFood não cancela. Tô puto já.",2022-04-02 04:16:06+00:00,0,0,0,0
153,Junior Alves,"@v_ctrs @iFood Aqui o McDonald's aceitou, ficou eternamente em preparando pedido sendo que fechou já kkk mas consegui cancelar",2022-04-02 04:15:41+00:00,0,1,0,0
154,ᴾʳᵒᵍʳᵃᵐᵃᵈᵒʳᵃ ᵈᵉ ᶤˡᵘˢᵒ̃ᵉˢ | #ᶠᵒʳᵃᴮᵒˡˢᵒᶰᵃʳᵒ,"É @ifood o novo motoboy trouxe meu hambúrguer e disse que o boy anterior comeu meu lanche. Só demorou 1h30 pra eu receber, espero que bloqueiem o cara. Infelizmente não printei a pessoa",2022-04-02 04:14:13+00:00,0,0,0,0
155,Felipe Russo,"Abril será o melhor mês das nossas vidas!

#delivery #ifood #faturandocerto

https://t.co/HZrCZ7IC8o",2022-04-02 04:13:39+00:00,0,0,0,0
156,levi,"RT @thekkkko: Porra ifood, nao fode me deixar 2h esperando",2022-04-02 04:13:24+00:00,1,0,0,0
157,Dihgg,@_kauesoares Se eu te falar que o entregador do @iFood ROUBOU a minha Pizza,2022-04-02 04:13:21+00:00,0,0,0,0
158,✨bibis✨,Eu odeio essa bct desse iFood tnc viu,2022-04-02 04:12:26+00:00,1,0,0,0
159,𝒃𝒂𝒅 𝒊𝒈𝒈𝒚 🧜🏼‍♀️,Eu 2 minutos depois de pedir um ifood: aí será que tá chegando? 🥺,2022-04-02 04:11:55+00:00,0,0,1,0
160,¯\_(ツ)_/¯ e outros 97,"RT @mental2022: @Sabrinawolf100 @Nattypegg @DavidIgor_ @g1 @Normose_ Já passou da hora de debatermos a uberização... uber, ifood, 99 etc sã…",2022-04-02 04:10:26+00:00,5,0,0,0
161,Thais Marchetti,"@alves_jr @iFood A loja simoeksnnte fechou, não cancelou meu pedido, não atualizou se vai entregar ou não. O @iFood simplesmente não me responde e não cancela meu pedido.",2022-04-02 04:10:10+00:00,0,1,0,0
162,Paula Lucia,"Uma das coisas que sinto falta de sp é o Ifood, sempre tinha lugar aberto de madrugada pra pedir coisa :(",2022-04-02 04:09:34+00:00,0,0,0,0
163,Eduardo Martinesco,@v_ctrs @iFood Ai amigo tô na luta tbm 🤡,2022-04-02 04:09:27+00:00,0,1,0,0
164,❤️‍🔥,"Olha só essa promo do iFood! São R$ 1.500 por mês por um ano pra pedir no app. Bora concorrer?

https://t.co/RMixnGJac0",2022-04-02 04:08:59+00:00,0,0,0,0
165,NOTÍCIAS LATINIZANTES,Ver entregador do ifood trabalhando de bicicleta e embaixo de chuva é de partir o coração,2022-04-02 04:08:52+00:00,0,0,1,0
166,Mari ✨,@Thay61381199 Vou manda pelo Ifood kkk,2022-04-02 04:07:23+00:00,0,0,0,1
167,Thiago R. (48-29),"RT @Tecnoblog: Para depender menos do iFood, Burger King lança delivery via WhatsApp https://t.co/3qfWfsjROB",2022-04-02 04:05:59+00:00,4,0,0,0
168,Dener Maurílio,"Pedi iFood 22:00, até agr n chegou. To aqui pensando se cancelo ou não…",2022-04-02 04:03:44+00:00,0,0,0,0
169,Arlindo Tavares,1 da manhã e eu esperando o lanche do ifood chegar,2022-04-02 04:01:00+00:00,0,1,1,0
170,Kay Kay Balão 🎈🎈,Eu não sei porque eu ainda tento com o @iFood,2022-04-02 04:00:33+00:00,0,1,0,0
171,caslu ☘️,Não consigo cancelar meu pedido no @iFood . Quero o meu dinheiro de volta.,2022-04-02 03:59:15+00:00,0,0,0,0
172,menegol,"RT @Glauber_Braga: #ApagaoDosApps Protesto de entregadores em frente do Ifood em SP contra os bloqueios injustos das contas, por melhores t…",2022-04-02 03:57:11+00:00,19,0,0,0
173,Wes,"@leonardomenegol essas desgraça ficam enrolando pra comprar um notebook e por no Ifood, já falei pra por que vai ser bom pra crl mas ninguém me ouve naquela bct",2022-04-02 03:57:05+00:00,0,0,0,0
174,Yohanᶜʳᶠ,@lightskinj0ta @gabqrz pensou bombou no ifood com clonado e deixou as ficante como 😍😍😍,2022-04-02 03:56:16+00:00,0,0,0,0
175,𝔯𝔦𝔮𝔲𝔢,@kay_kkkkk tem que colocar no ifood pra eu usar meus cupom,2022-04-02 03:55:43+00:00,0,1,2,0
176,lui lui,madrugada de sábado e nenhuma lanchonete aberta no iFood https://t.co/hUjXieWXDu,2022-04-02 03:54:15+00:00,0,0,1,0
177,torresmin,"@eicarolalmeida Pqp, abre uma reclamação no Ifood e faz uma péssima avaliação com comentário",2022-04-02 03:53:32+00:00,0,1,1,0
178,Amanda Lemos ,"Foda de morar no interior pq n tem iFood esse horário, hate my life",2022-04-02 03:53:31+00:00,0,0,0,0
179,Natan Rigon,ficar sozinha atendendo cliente no balcão e pedido do ifood embalando os pedidos montando os pratos contando o dinheiro do caixa mas não posso errar um pedido,2022-04-02 03:52:21+00:00,0,0,0,0
180,smile 🏁,a vida da jovem pão dura quando ve uma promoção no ifood fica ate mais colorida,2022-04-02 03:52:03+00:00,0,0,1,0
181,vilão,"Olha só essa promo do iFood! São R$ 1.500 por mês por um ano pra pedir no app. Bora concorrer?

https://t.co/lHgoedfdXr",2022-04-02 03:51:56+00:00,0,0,0,0
182,Vitória,"Sem sofrer, um frio desse ak em casa, 100 conto no ifood e uma Netflix pqp, falta só companhia mesmo",2022-04-02 03:51:48+00:00,0,0,2,0
183,Clinica Espiritual Demonios Goblins ôt,"@iFood paguei um pedido via pix, o pedido não foi entregue e o valor não foi devolvido.",2022-04-02 03:51:37+00:00,0,0,1,0
184,Edeson Oliveira Jr.,pedi um lanche no ifood e até agora essa merda não chegou,2022-04-02 03:50:59+00:00,0,0,0,0
185,cacura card captor,"Porra ifood, nao fode me deixar 2h esperando",2022-04-02 03:50:27+00:00,1,0,1,0
186,João Veigas,"@juaumkk com o motoboy do ifood ela traiu eu, ela pediu comida e o motoboy também comeu.",2022-04-02 03:49:11+00:00,0,1,27,0
187,Larissa 🔆,"RT @ricardopeireira: A historia do Gabriel Monteiro é intrigante, quem esta por tras seria o cara que quer inventar o ifood estatal, só ele…",2022-04-02 03:46:44+00:00,1,0,0,0
188,bombom,"cometi um erro gravíssimo sob efeito de alprazolam:

pedi um ifood",2022-04-02 03:46:40+00:00,0,1,4,0
189,O Enzo,RT @lsyxdtutu: Fui pedir um ifood mas antes abri o app do banco pra ver a fatura kkkkkk vamo de pão e Nescau,2022-04-02 03:45:57+00:00,1,0,0,0
190,Henry Pipman 🇰🇿,RT @ricardopeireira: A gasolina onde se paga 35% de imposto o valor nas alturas lembra que prefeito quer que se pague o ifood  das madames,2022-04-02 03:45:53+00:00,2,0,0,0
191,edu guedes chorando pela grávida de taubaté,não acredito que vou ter que pedir naridrin pelo ifood,2022-04-02 03:44:26+00:00,0,0,0,0
192,A Lana,"@luizakkjzk eu queria cancelar no ifood mas ai o atendente falou q o lanche era muito bom e eu não ia me arrepender....

ele tava certo mo gostoso",2022-04-02 03:43:30+00:00,0,0,0,0
193,Jeferson Natan,"Minha vida se resume investimentos , maconha , ifood , academia, compras ! Que vida chata kkk",2022-04-02 03:42:50+00:00,0,1,15,1
194,Raphael Dantas,"Tamo junto, @iFood . Falta pouco pra romper essa relação comercial pra sempre. Só falta você aceitar meu pedido de divórcio.

Faça-o, por gentileza. Não seja a parte abusiva de uma relação. https://t.co/0kdHoxBQOI",2022-04-02 03:42:19+00:00,0,0,0,0
195,Doguinho do desconto,o ifood nao chegou 😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔,2022-04-02 03:39:39+00:00,0,1,1,0
196,bruninha,Poxa @McDonalds_BR comprei um mega Mcflurry de ovomaltine pelo @iFood e recebi um sorvete derretido e SEM o ovomaltine! Que palhaçada é essa? Além de ter recebido a cobertura do de um lado do sorvete (até cavuquei pra ver se achava mas não) https://t.co/j4fJlut3Ol,2022-04-02 03:39:26+00:00,0,0,0,0
197,Juh Abogada de Vivianne Dietz,"@AnaHissa @iFood Vixe, não tem nenhum outro tipo de contato, telefone, fax, telex, sinal de fumaça? 😬Dá pra cancelar não? Esse é o lado bom do dogão você compra e como na hora. Pode se arrepender depois, pode, mas na hora é bom bagarai",2022-04-02 03:38:29+00:00,0,0,0,0
198,valeria,"@iFood me dando só trabalho, não consigo cancelar",2022-04-02 03:38:13+00:00,0,0,0,0
199,Maria Clara 🛸,"@_vinceecniv oi, tudo bem? tenho um cupom do @ifood de R$ 15 de desconto para sua primeira compra: 𝗡𝗟𝗪𝗔𝟭𝗤𝗕𝗩𝗝𝗫

Espero que ajude você! 😋",2022-04-02 03:38:11+00:00,0,0,0,0
200,Donna Jo,"@sandyramoss_ Tu acredita q o pedido ficou em aberto sem ser entregue até 4h da manhã dizendo q o motoboy tava vindo e nunca chegou??? O ifood teve q cancelar e me reembolsar, juro",2022-04-02 03:37:25+00:00,0,0,0,0
201,vini BOTA NA CONTA DO BON SO NARIO,"Microsoft, Apple e Google vão se mudar para Osasco. Aqui já tem: IFood, Mercado Livre, Rappi, 99, Uber, Shopee, Shopper entre outras. Simplesmente a maior polo tecnológico da América Latina. Tudo pra mim. Duvido nada nubank vim pra cá nos próximos anos também. Surreal",2022-04-02 03:36:50+00:00,0,1,0,1
202,kah ✨🏁,@rubronegro1985 Se for pro mais e mais que  sonolento Andreas iFood,2022-04-02 03:34:32+00:00,0,0,1,0
203,sami.,"o entregador do ifood roubou o meu pedido, se fez de doido e marcou como entregue @iFood resolve aquii",2022-04-02 03:33:43+00:00,0,0,0,0
204,C'est La Vie 🤸,"@RaphaelAlves Amigo, vi no ifood. Pizzaria aqui de Fortaleza kkķkkk",2022-04-02 03:30:45+00:00,0,0,0,0
205,Pai de meninas 💝❤,baixei o ifood amarelo,2022-04-02 03:30:26+00:00,0,0,0,0
206,Fernando | ✨ENCOMENDAS ABERTAS✨,"@Aguiarthur queria, adm 🥺 vou te falar meu end na dm me manda um ifood https://t.co/e0kkXbBWLF",2022-04-02 03:30:15+00:00,0,1,7,0
207,fernando✨,"Pedi hambúrguer, atrasou e fui ligar pro número que estava disponível no ifood… simplesmente o número de contato era de um cara que furei o date há anos atrás. Ora ora, a vingança veio.",2022-04-02 03:29:37+00:00,0,0,1,0
208,theonfroyy🕷,"Na. Pressa deixei o Ifood ligado e tem um FDP pedindo . Caralho não dá , não dá uma chuva dessa que quase a cidade toda tá de baixo de água tem um FDP pedindo ifood",2022-04-02 03:29:17+00:00,0,0,0,0
209,Antonio Duarte - Já com a 3ª 💉,"RT @star_lanches: Star lanches 🍟🍔 SEXTOOOUUU🚨🚨

Todos os combos vão com um 1 refrigerante 2° litros.

Estamos também no Ifood 

Esse lugar…",2022-04-02 03:29:03+00:00,5,0,0,0
210,Ana Beatriz,"@analiviasegatti @iFood Meu amor, eu sinto sua dor 😔",2022-04-02 03:28:15+00:00,0,1,0,0
211,sandenis,mano q vontade COLOSSAL de pedir um ifood,2022-04-02 03:26:13+00:00,0,0,0,0
212,rebeca,"@isa_kjkk usa maconha, ai bate à larica e pede um ifood, funciona",2022-04-02 03:25:32+00:00,0,0,0,0
213,Gabriel ☭,Sou um cara tão esperançoso que sigo acreditando que um dia o @iFood vai fazer todas as devoluções de cobranças indevidas que me prometeram. Tenho fé! 🙏🙏🙏,2022-04-02 03:25:22+00:00,0,0,0,0
214,Sou Nay,"@OxenteMenina @McDonalds_BR @iFood Carambaaaa que decepção, chega a pessoa perde a vontade de comer e o pior as empresas não falarem nada",2022-04-02 03:24:51+00:00,0,1,1,0
215,Dudu Costa,"@rrenataramos Sim, achei so veterinário e a única q achei que é petshop não atende. Até um App tipo iFood eu achei mas eles só entregam até as 23h",2022-04-02 03:24:21+00:00,0,0,0,0
216,BrasilCupons,e hj que comprei coisa de mercado no ifood e veio um toddynho ao inves de achocolatado em pó 🤡,2022-04-02 03:22:47+00:00,0,0,0,0
217,kettlen,"RT @galodeluta: A @ifood deu o aumento da taxa hoje de 1,50 por km mais promoção de 3 reais por entrega até às 13:59 e os entregadores pref…",2022-04-02 03:21:59+00:00,141,0,0,0
218,Biricutico 🎰🃏⚽,"E ela lá na casinha dela em outro estado l, comprou comida pelo ifood e mandou entregar em casa",2022-04-02 03:21:43+00:00,0,1,0,0
219,Guga Rubro-Negro,"Na hora do hambúrguer no iFood tem oferta de hambúrguer a 5 reais, será q chega ?",2022-04-02 03:21:29+00:00,0,0,1,0
220,Lu Soares 🧜‍♀️,"@iFood 🛍⚠️➡️ Querem ter os melhores CUPONS, OFERTAS e descontos Deliverys e dos principais sites de compras online? Siga a gente @BrCuponsOficial  🔥🔥Todo dia novidades e muitos CUPONS em sua timeline🔥🔥",2022-04-02 03:21:20+00:00,0,0,0,0
221,Julya ᶜʳᵛᵍ ✠,"Tô doida pra pedir ifood, mas fico com pena do motoboy nessa chuva 🤡",2022-04-02 03:18:32+00:00,0,0,0,0
222,Adri,Esse cupom de 30 conto do ifood salvou a noite,2022-04-02 03:18:31+00:00,0,1,0,0
223,Dener Maurílio,Para cancelar um pedido nessa m... De @iFood  é um custo. A m... da empresa não me atende e ainda não consigo cancelar o pedido. Essas empresas que o ifood coloca é brincadeira...,2022-04-02 03:16:12+00:00,0,0,0,0
224,pilar frança,@FriasIgor e acabei de receber notificação do ifood que a pizza saiu p entrega agora HAHAHA,2022-04-02 03:13:52+00:00,0,1,0,0
225,Dudu Costa,Será q tem alguma hamburgueria de sad cadastrada no Ifood ?,2022-04-02 03:12:42+00:00,0,0,1,0
226,guif,pprt pedi um lanche no ifood q se chegar vai ser milagre jkkkkkkkkkkk lá de campinas,2022-04-02 03:12:20+00:00,0,0,1,0
227,alice,eu te odeio ifood.,2022-04-02 03:12:08+00:00,0,0,1,0
228,Likus,Precisamos falar sobre a netflixzação do iFood: demorar 5 horas pra escolher uma comida mas pedir sempre a mesma coisa,2022-04-02 03:11:50+00:00,0,0,0,0
229,duda,o que eu odeio o ifood n ta escrito,2022-04-02 03:11:46+00:00,0,0,1,0
230,.a gabi✒🌹,"@Flamengo O gol da virada vai ser dele, nosso ifood https://t.co/MrUkEjgBNe",2022-04-02 03:11:45+00:00,0,0,0,0
231,vênus,"Fiz um pedido no ifood a 2 hs atrás e nada 
Q chuva é essaa??",2022-04-02 03:11:33+00:00,0,0,0,0
232,elolô,"ifood lhe agradeço pelo 20tão no desconto, nunca reclamei!!!! tim amo",2022-04-02 03:10:40+00:00,0,0,0,0
233,Luis A. Genova,"RT @verapstu: ✊Apoie o @galodeluta e todos os entregadores neste #apagaodosapps! 

💰O @Uber  e @iFood lucram muito usando a tecnologia para…",2022-04-02 03:10:05+00:00,13,0,0,0
234,soph,preguiça ate d pedir ifood,2022-04-02 03:09:33+00:00,0,0,1,0
235,thami di cria tá?,"[2/4 00:04] diego fofolete❤: Será que o ifood presta?
[2/4 00:04] diego fofolete❤: acho que sim em
[2/4 00:04] thami: aq não entra🤡
[2/4 00:04] diego fofolete❤: MDS que brejo
[2/4 00:04] thami: KKKKKKKKKKKKKKK
[2/4 00:04] thami: aq é considerado área de risco

KKKKKKKKKmano",2022-04-02 03:09:25+00:00,0,1,0,1
236,Es Dssilva,"tipo, eles não entregam a comida velho SIMPLESMENTE ELES NAO ENTRGAM A COMIDA 😂😂😂🤣🤣🤣🤣 @iFood vai se lascar",2022-04-02 03:09:17+00:00,0,1,1,0
237,Lais Moni,"@moraeserasmo @iFood Precisamos de ajuda poderia me ajuda por favor
Peço um pouco de empatia pois ninguém merece passa fome eu meu pai e minha madrasta não comemos nada o dia inteiro poderia
 nos ajuda... 
Ajudem a salva a vida do meu pai 
CHAVER pix 81 994181780 https://t.co/1czvOVNEkr",2022-04-02 03:09:17+00:00,0,0,0,0
238,Miguel,"@moraeserasmo @iFood Me ajuda por favor 
Desempregado sem auxilo brasil meus pais não são aposentados nos ajuda qualquer valor vai ajuda muito
Chaver pix 81 994181780
Pagseguro 
Danilo Dos Santos Silva https://t.co/GEGZ9dqQ6g",2022-04-02 03:09:11+00:00,0,0,0,0
239,Thiago R. (48-29),Meu pedido está há mais de uma hora atrasado e eu não consigo cancelar @iFood ajuda aí,2022-04-02 03:09:07+00:00,0,1,0,0
240,⛈️⛈️,"@moraeserasmo @iFood ATENÇÃO 
Estamos com fome a mais de 3 Dias 
Precisamos de ajuda estou desempregado e sem aulixio brasil e não posso colocar comida dentro de casa pra ajuda meus pais eles não são aposentados 
Chaver pix 81994181780 
Por favor https://t.co/WHLiDsbW0K",2022-04-02 03:09:04+00:00,0,0,0,0
241,Verônica,"muito triste não ter mais Uber Eats porque eles não queriam dar direitos aos trabalhadores
e no Ifood e simplesmente um dos piores apps que existem pra entrega de comida sério",2022-04-02 03:08:31+00:00,0,1,1,0
242,Raulzito,não é nem dia 02 de abril direito e já gastei 130 reais com ifood,2022-04-02 03:07:47+00:00,0,0,0,1
243,diixp the best ,"Não consegui encomendar lanche no ifood, tudo dando erro sai fora",2022-04-02 03:07:15+00:00,0,0,0,0
244,𝑶𝒏𝒊𝒌𝒂,O Ifood é uma merda...,2022-04-02 03:06:51+00:00,0,0,0,0
245,·,"@MrciaVa73489944 Na 104 sul, mesma rua do bazar okubo. Fica no prédio antigo da doce sabor. Eles entregam pelo ifood.",2022-04-02 03:05:56+00:00,0,0,0,0
246,BigVício 🌵,"Eu fazendo minha compra lindo e belo no @iFood  com cupom de $30.00 pra mercado e bem na hora de pagar deu meia noite e perdi meu cupom! 🤡🥲 @ifood eu sou uma piada pra você?! Desisti da compra e vou no mercado mesmo amanha e economizar os $30,00 que não está fácil ganhar! https://t.co/1TH1w9rZWj",2022-04-02 03:05:21+00:00,0,0,2,0
