,tweet_id,Usuário,Publicação,Data,Compartilhamentos,Comentários,Likes,Citações,Sentimento
151,1546568880973381632,Luuuking,simplesmente desejando muito um bolo fofinho de chocolate pro café da tarde porém não quero fazer um bolo nem sair pra comprar um e não chega ifood na minha casa então como estou de tpm vou apenas reclamar no twitter e chorar no sofá,2022-07-11 18:55:29+00:00,0,0,4,0,neg
152,1546568383478521857,Ondrej Bald,pedi almoço desce no ifood e até agora não chegou🤬😡,2022-07-11 18:53:31+00:00,0,0,1,0,pos
153,1546568372896374784,×͜× 𝐿𝑜𝑢𝑖𝑠 𝑊𝑖𝑙𝑙𝑖𝑎𝑚 𝑆𝑡𝑦𝑙𝑒𝑠 🐇,@naatidomingues @ifood que droga! comigo já aconteceu enviei lembrancinha de fim de ano pra uma paciente em outra cidade e ela não recebeu tentei contato pelo suporte e nem fui respondida fiquei no prejuízo paciente sem lembrancinha e o @ifood não fez nada,2022-07-11 18:53:28+00:00,0,0,0,0,neg
154,1546568148442390530,Bandit,@alkiminaj @ifood pois tanto o açaí como a pizza demora muito viu pior lugar que já pedi,2022-07-11 18:52:35+00:00,0,0,0,0,neg
155,1546567862059520000,athylla,@ifood hihi só falta um cuponzinho sem valor mínimo p adoçar minha segunda hihi,2022-07-11 18:51:26+00:00,0,0,1,0,pos
156,1546567627820208128,Loja Cacau Show Guarulhos Centro II,hoje em dia o dinheiro não é mais nada credo pedi meia dúzia de coisa no big pelo ifood,2022-07-11 18:50:30+00:00,0,0,0,0,neg
157,1546567261913288705,Gustavo Sapiras,to ficando pobre pedindo ifood td dia 😵,2022-07-11 18:49:03+00:00,0,0,0,0,pos
158,1546567220259586048,Hazza Edward Tomlinson. 🐇,@ge_marangoni manda um ifood aí,2022-07-11 18:48:53+00:00,0,0,0,0,pos
159,1546567012134133760,⚣︎ matteo ycaro 📖: vbsa,rt nuncamais @jornalnacional boicote aos anunciantes da globo https t co iiedvpket boicote @lojasamericanas @globoplay @save…,2022-07-11 18:48:04+00:00,26,0,0,0,pos
161,1546566962490245120,𝖑𝖎𝖙𝖙𝖑𝖊 𝖍𝖔𝖙𝖙𝖎𝖊,@acostalira @elisandrarocha @_brunamarcela compre de fast foods menores olha o ifood da sua região e procure melhores opções aqui perto tem um que é um xis grandão e saboroso porção de batata frita lata de refrigerante por com valor da entrega incluso parem de ser idiotas de pagar reais nessas porcarias aí,2022-07-11 18:47:52+00:00,0,0,0,0,neg
162,1546566584801566722,𝘽𝙪𝙙𝙤𝙮𝙖,@trixparix mais difícil que escolher o pedido no ifood,2022-07-11 18:46:22+00:00,0,0,1,0,pos
163,1546566558520057867,Devastated Honeypie 🍯🫠,"muito mais lacreme muito mais abraços para você! 😍 acesse o ifood na opção ""busca"" digite cacau show chocolates centro ii e realize seu pedido 😋 #cacaushow #cacaushowguarulhoscentroii #cacaushowifood https t co wsrzywebgh",2022-07-11 18:46:16+00:00,0,0,1,0,pos
164,1546566530833448961,ca!o 🐟🐶,@brasinha @jairbolsonaro o pessoal que usa a moto para trabalho entregas rapidas ifood serao os maiores beneficiados!!! excelente noticia!!!👏👏 obrigado pr @jairbolsonaro 🇧🇷,2022-07-11 18:46:09+00:00,0,0,5,0,pos
167,1546566162414129152,Anna Proença,@eguawan pedi duas no ifood agora só esperar 🤤,2022-07-11 18:44:41+00:00,0,0,0,0,pos
168,1546566041333125120,Bruna Giglio,mds era só alguém me mandar um ifood de docinho q eu ia fica muito feliz 🥹,2022-07-11 18:44:12+00:00,0,1,1,0,neg
169,1546565878153707523,𝐵𝑟𝑢𝑛𝑎 𝐺𝑙𝑖𝑒𝑟 🏳️‍🌈,minha mãe achando q eu tinha gastado reais em um mês e na vdd era ela e meu pai pedindo ifood 🧐🧐🧐🧐,2022-07-11 18:43:33+00:00,0,0,4,0,pos
170,1546565697857327104,Dre,meu histórico de ifood é só açaí,2022-07-11 18:42:50+00:00,0,0,0,0,pos
171,1546565328519532547,ge,queria que o app dos correios fosse igual ao ifood pra eu mandar uma mensagem pra agência aqui perto e mandar um que porra e essa cade a minha encomenda diabo?????,2022-07-11 18:41:22+00:00,0,0,0,0,pos
172,1546564679522308101,LIDUARIO,o bolo do niver da laura estava lindo demais todo rosa mas na hora que chegou no local o bolo se desfez todo do nada mas na hora pedi no ifood outro bolo rs o inimigo tenta mas não consegue rssss,2022-07-11 18:38:48+00:00,0,1,1,0,neg
173,1546564559934263299,daphne blake,@rjtoledo @voude @burguerkingbr @ifood eu faço isso com pizza mas almoço num tinha ninguem conhecido mais ai ja viu!,2022-07-11 18:38:19+00:00,0,0,1,0,pos
174,1546564524957908993,Naju 🌌 | 📖: Mentirosos,acabei de torrar meu dinheiro no ifood com a promo de reais,2022-07-11 18:38:11+00:00,0,0,0,0,neg
175,1546564423774572545,Cabelex,@gsalles mano pedir mc no ifood é loucura um roubo!!,2022-07-11 18:37:47+00:00,0,0,0,0,pos
176,1546564000296697857,tina 🪩,eu só pego promoção boa no ifood,2022-07-11 18:36:06+00:00,0,0,0,0,pos
177,1546563843547168775,Rodrigo Toledo 💚🎮🏀,@ifood vcs me pagam por me viciar em pedir comida https t co pnwtey nyd,2022-07-11 18:35:28+00:00,0,0,0,0,neg
178,1546563719055941634,Adri🔱🏒📖,eu sou apaixonada no bolo amanteigado do james brownie agora pagar reais em um bolo de cm tá de sacanagem né? a última vez que eu pedi pelo ifood foi e eu ja achava alto o aumento,2022-07-11 18:34:59+00:00,0,0,0,0,neg
179,1546563686092906497,Ricardo ,e meu descontentamento é com o @ifood também que não tem um chat descente dentro do aplicativo não tem um número que eu possa entrar em contato com o restaurante não tem como eu entrar em contato com um suporte do ifood nada,2022-07-11 18:34:51+00:00,0,1,1,0,pos
180,1546563683618365441,jaquezinha ˢᶠᵛ👅,eu tô puta da vida com esse atendimento merda do mcdonalds podem achar q é só uma batata mas só pedi o lanche caro de vcs por causa da batata q é a única coisa q meu irmão come se eu soubesse q ia rolar esse descaso eu tinha pedido em outro restaurante @mcdonalds_br @ifood https t co sjnydz abb,2022-07-11 18:34:50+00:00,0,2,2,0,neg
181,1546561127034880001,Barstool warrior,@asirlanetapajos eu sempre penso isso e uns minutos depois to olhando o ifood e pensando em comida,2022-07-11 18:24:41+00:00,0,1,0,0,neg
183,1546561067358330881,any⁴⁴,a pessoa prefere ter fotos horríveis que nem são dela no catálogo do ifood do que tirar hrs é tudo que eu preciso pra entregar fotos belíssimas dos próprios produtos e tudo de graça!!!!!!!!!!!!!,2022-07-11 18:24:26+00:00,0,1,1,0,neg
184,1546560803750514689,Aline Paixão,@ifood 🍕🍨 só falta cupom ifood p pedir!!,2022-07-11 18:23:23+00:00,0,0,0,0,pos
185,1546560796460720128,leiloca in the box,será que eu peço um docinho no ifood,2022-07-11 18:23:22+00:00,0,1,0,0,pos
186,1546560752915464192,sailor saturn,cadê aquelas amizades sinceras pra mandar um subway pra mim ❤️🥰 faz tanto tempo que não tenho recebidos de comida ifood,2022-07-11 18:23:11+00:00,0,0,0,0,neg
187,1546560526024589312,Ruan Ramos 🦖,@ifood que atendimento péssimo hoje! não é a primeira vez que isso acontece estávamos pedindo comida e o pedido estava com mais de h de atraso além de não responderem e não atenderem às ligações olhem o tratamento aos clientes vai ficar por isso mesmo!? https t co nvri be q,2022-07-11 18:22:17+00:00,1,1,2,0,pos
188,1546560508140179463,zolpidem?,rt @deiuku @ruikaser minha primeira vez tomando zolpidem goi exatamente assim eu tava “nossa nada demais” no dia seguinte nao lembrava de…,2022-07-11 18:22:13+00:00,1,0,0,0,pos
189,1546560404419215362,cóe 777,@ruikaser minha primeira vez tomando zolpidem goi exatamente assim eu tava “nossa nada demais” no dia seguinte nao lembrava de nada que eu fiz pedi ifood mandei mensagem gravei tiktok ate😭 e passei o dia seguinte inteiro totalmente chapada tive ate que sair mais cedo da escola😰😰,2022-07-11 18:21:48+00:00,1,1,1,0,neg
190,1546560231701975047,Lhuiça,rt @mandrakeira a loja de ração do meu pai tá no ifood otarixs bora comprar,2022-07-11 18:21:07+00:00,3,0,0,0,pos
191,1546559995105386496,silmara,@fight marie uma saudades ifood pois tive que fazer tal qual faziam os fenícios e ligar para pedir delivery no sábado mas pelo menos não pagamos pois o motoboy esqueceu a máquina e de voltar para cobrar sdds cidade grande,2022-07-11 18:20:11+00:00,0,1,0,0,neg
192,1546559953489494022,maria+ana,q sequência de fatos aleatórios q aconteceram ontem pra fechar eu pedi no ifood combos de mc donalds ao invés de combos diferentes ainda por cima oq rolou real,2022-07-11 18:20:01+00:00,0,0,0,0,pos
193,1546559343906136065,Gustavo Bremm,quem quer um ifood gratis? https t co y kwyku c,2022-07-11 18:17:35+00:00,0,1,1,0,pos
194,1546559110728093698,༅*|𝓙𝓪𝓷𝓷𝓪𝓼𝓬𝓲_𝓕𝓮𝓮𝓭𝓪𝓷𝓭𝓸🐝,pedi um açaí no @ifood demorou pra chegar e pah mas okay só q veio todo mal feito kek faltando os adicionais mal montado e tinha até cabelo eu liguei lá pra reclamar e me mandaram pra pqp,2022-07-11 18:16:40+00:00,0,1,0,0,neg
198,1546558353786249216,black punker,o playboy aqui tá em dúvida se pede calzone ou burger do bk no ifood,2022-07-11 18:13:39+00:00,0,0,1,0,neg
199,1546558345926135808,DnlS,@tokyosmokezx clonar o cartão da mãe dela e mandar um ifood p ela maior prova de amor 😍,2022-07-11 18:13:37+00:00,0,2,0,0,pos
200,1546558257724014594,Clube do Beijo 🇧🇷💋🏗,ele já tá começando a fazer os churrasquinhos que serão vendidos em sua barraquinha 😁 será que ele entrega pelo ifood? #canyaman https t co kms wrlso,2022-07-11 18:13:16+00:00,1,10,52,2,pos
202,1546557613684494337,lyssa,pensando se vale a pena eu gastar com ifood a ressaca ta foda zero vontade de cozinhar,2022-07-11 18:10:43+00:00,0,0,0,0,neg
203,1546557344682754051,Lagostinha🦞,assistir filme e pedir ifood com ela é tudo,2022-07-11 18:09:39+00:00,0,1,2,0,pos
204,1546557338827603974,Andrade📽,minha turma juntando p pedir ifood,2022-07-11 18:09:37+00:00,0,0,0,0,pos
205,1546556976867442693,Lê Huff 💣,@comvocehuff já pode me mandar coxinha pelo ifood peca pinodagranada na radio,2022-07-11 18:08:11+00:00,0,0,1,0,pos
206,1546556947650035714,Semnome,a pior coisa que o ifood pode fazer é deixar essas entregas que não são rastreáveis,2022-07-11 18:08:04+00:00,0,0,0,0,neg
207,1546556786399973378,Aipim Sanduba,estamos aberto vem! ifood que nos cuide!,2022-07-11 18:07:26+00:00,1,0,2,0,pos
208,1546556329485123587,Mari/OUÇA-Haja Colirio,rt @guilhermebenuto segundona será que o ifood entrega coragem aqui em casa?,2022-07-11 18:05:37+00:00,2,0,0,0,pos
209,1546556189542154242,emanujaff,bora @ifood libera umas promoções aí pra gente,2022-07-11 18:05:03+00:00,0,0,0,0,pos
210,1546556121111994371,Agatha,@proconspoficial @ifood não sou de sp,2022-07-11 18:04:47+00:00,0,0,0,0,pos
211,1546555923812032514,clara da hk5,@ifood duvido fazer a boa do açaí da tarde,2022-07-11 18:04:00+00:00,0,0,0,0,pos
212,1546555594382970882,bella 37/70,em um açaí de ml com nutela morango banana leite em pó e cobertura valeu ifood,2022-07-11 18:02:41+00:00,0,0,0,0,pos
213,1546555406465515520,boizinho rebaixado ⭐,@dasquenga os cara tão dançando por aí igual o vídeo do entregador do ifood,2022-07-11 18:01:57+00:00,0,1,0,0,neg
214,1546555396227305473,tainá,gostaria de desejar tudo de ruim a quem tirou os cupons de reais do clube ifood e colocou esses de agr vou ter q criar vergonha na cara e parar de viver de delivery 🤡,2022-07-11 18:01:54+00:00,0,1,5,0,neg
215,1546555311863042051,Diogoninho,pô mão um find que peço ifood e durmo esperando é só pego no outro dia 😂😂😂😂,2022-07-11 18:01:34+00:00,0,0,0,0,pos
216,1546555258633076736,memeu,a firma vai enviar um voucher de dol pra gastar no ifood com pizza pra nois comemorar o dia da pizza no slack vida boaaaaaaaaaa,2022-07-11 18:01:21+00:00,0,0,0,0,pos
217,1546555179281129479,Ceci,acabei de criar uma lista de compras só para não pedir apenas um barra de chocolate pelo ifood ela era a única coisa que realmente não podia esperar que eu fosse ao mercado,2022-07-11 18:01:03+00:00,0,4,6,0,neg
218,1546555179180457984,joaovictor.md,@g_grgl_ ifood é o que sobra,2022-07-11 18:01:02+00:00,0,1,0,0,pos
219,1546554925731131392,iFood News,“na medida em que a economia brasileira enfrenta ventos contrários de inflação seca e interrupções na cadeia de suprimentos a #inovação tecnológica tem o potencial para propagar a prosperidade se as empresas brasileiras conseguirem se adaptar” https t co pq da bfxr,2022-07-11 18:00:02+00:00,0,0,0,0,pos
221,1546554342735593472,BEL'VETH PEITUDA 💋🔪,devo gastar dinheiro que ja não tenho pedindo algo no ifood?,2022-07-11 17:57:43+00:00,0,0,0,0,neg
222,1546554142876991488,passas na farofa 💰 🌵🍼🍞,@endyloveme só de ifood e uber né kkkk,2022-07-11 17:56:55+00:00,0,0,1,0,pos
223,1546554004792123394,julia 🏳️‍🌈,pedi um milkshake do mc pelo ifood e fizeram com sorvete de chocolate ao invés de baunilha e eu odeio sorvete de chocolate,2022-07-11 17:56:22+00:00,0,0,1,0,neg
224,1546553875288694784,yanv,@vaimuleque_ o q eu vejo mais gente falar bem pra pontos e milhas é aquele do pão de açúcar mas acho q pra vc q pede ifood o do inter é massa que tem um plano de duo food vc assina ele alem dos benefícios do plano vc ganha um cartão black q da de cashback da fatura,2022-07-11 17:55:52+00:00,0,1,0,0,pos
225,1546553749312868353,The Secrets of Karen | 📖:A Vida invisível Addie L,@jesuisrolezeira @ifood aqui vendem o cupom e não deixa usar,2022-07-11 17:55:22+00:00,0,0,2,0,pos
226,1546553639866695681,Henrique 🏁,@marcusbv @ifood exatamente,2022-07-11 17:54:55+00:00,0,0,0,0,pos
227,1546553586053746688,xu,a dúvida peço ifood ou saio para comer,2022-07-11 17:54:43+00:00,0,0,0,0,pos
228,1546553305677135872,arquiteta de pinterest,meu pedido no ifood hora de atraso e contando,2022-07-11 17:53:36+00:00,0,2,3,0,pos
229,1546553194284728321,Nahgahdinok,e eu que paguei caro no shampoo e condicionador da boca rosa sem ler resenha alguma e agora todo dia que vou lavar o cabelo passo aquele troço com ódio na minha cabeça pq é ruinzao e eu podia ter comprado uns palmolive e sobrava prum ifood top,2022-07-11 17:53:09+00:00,0,1,2,0,neg
230,1546552810761756673,Natália,por essas e outras razões que ando desistindo de pedir ifood alface cheia de terra terra! é muito restaurante sem cuidado com alimentos https t co hzfklf ftp,2022-07-11 17:51:38+00:00,0,0,0,0,pos
231,1546552671355772930,Lucas Freitas,@proconspoficial @srbigodexs @satxnaries @ifood vou fazer isso agora porque reclame aqui não adiantou,2022-07-11 17:51:05+00:00,0,0,0,0,neg
232,1546552662442885121,Chico Bento brasileiro,@foioguto @sofiaespanha @foioguto obrigado por pagar o ifood do meu cachorro ontem ele agradece,2022-07-11 17:51:02+00:00,0,0,0,0,pos
233,1546552639986569217,22monteles,@jukaahvargas o do santander é meio paia eu uso uns k por mês e depois de uns meses ganho reais no ifood só,2022-07-11 17:50:57+00:00,0,1,0,0,neg
234,1546552165329682432,Papai Da Lauren 🧡,ifood é tipo vamos te dar um cupom de reais mas a taxa de entrega é,2022-07-11 17:49:04+00:00,0,1,5,0,neg
235,1546552132546985987,Marcus  Lima,rt @sociofla aí ifood!!! muitas felicidades e obrigado por nada!!!,2022-07-11 17:48:56+00:00,1,0,0,0,pos
236,1546552087227600899,moni,@ifood a vida do jovem adulto e escolher a coisa mais barata no ifood com entrega gratis pq lá todas as comidas são superfaturadas devido a alta taxa que o app cobra dos restaurantes 🥲🥲,2022-07-11 17:48:45+00:00,0,1,4,0,neg
238,1546551929995759617,PCrjFla,@ifood se vcs deixassem eu pedir!! ta com erro ridiculo no app e nao consigo pedir ha um mes,2022-07-11 17:48:08+00:00,0,1,1,0,pos
240,1546551761632169986,Marco Quintanilha,pedi massa num ifood e saboreando pensando q quero me naturalizar italiano,2022-07-11 17:47:28+00:00,0,0,0,0,pos
241,1546551721626943493,"RIO FAVELA,NOTICIAS.",@ifood fizeram compras no aplicativo de vcs usando meus dados e não reconheço essas compras solicito contato para que possa passar a informações para cancelamento,2022-07-11 17:47:18+00:00,0,0,0,0,neg
242,1546551706795786241,Ellen Cristina,@ifood melhor coisa é comer de graça às custas do @ifood dando aquela paulada no lanche do @burgerkingbr kkkkkkkkk aifode https t co uemmedllb,2022-07-11 17:47:15+00:00,0,0,0,0,neg
243,1546551641410764802,👍🏻,é lindo ver esses recém casais cozinhando juntos daqui a pouco um pisa na bola e vão viver de ifood,2022-07-11 17:46:59+00:00,0,0,0,0,pos
244,1546551359926943744,iFood,@ifood solta os cupons,2022-07-11 17:45:52+00:00,0,0,0,0,pos
245,1546551321762856962,Escrava do capitalismo 👌,@ifood não tem emoji de açaí vida 😔,2022-07-11 17:45:43+00:00,0,1,1,0,pos
246,1546551230780030977,cla ⓟ,a vida do jovem adulto e o dilema pra escolher ifood😅 responde com o emoji o que você mais pede no app🍔 🍣🍕🥗🍝🌭🍛🍰,2022-07-11 17:45:21+00:00,0,19,18,0,pos
247,1546551189206192131,Burrototal,pedir um ifood o q devo comer? to afim dms de uma pizza,2022-07-11 17:45:11+00:00,0,0,0,0,pos
248,1546550953024823298,ؘؘ,a promoção de l de açai q eu achei no ifood salvou meu dia,2022-07-11 17:44:15+00:00,0,1,0,0,pos
249,1546550454150172672,lui⁷ 🐰,@dudazzq tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-11 17:42:16+00:00,0,0,0,0,neg
250,1546550132161773571,zero onze,@gigisct tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-11 17:40:59+00:00,0,0,0,0,neg
